,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),52-Week Change,S&P500 52-Week Change,52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,"Shares Short (Jan 31, 2019)","Short Ratio (Jan 31, 2019)","Short % of Float (Jan 31, 2019)","Short % of Shares Outstanding (Jan 31, 2019)","Shares Short (prior month Dec 31, 2018)",Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Dividend Date,Ex-Dividend Date,Last Split Factor (new per old),Last Split Date
GABC,788720000.0,1090000000.0,15.87,13.05,1.49,5.27,1.72,7.26,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.311,0.3997,0.0132,0.113,149610000.0,6.4,0.318,149610000.0,,46530000.0,1.99,-0.055,64550000.0,2.59,376410000.0,,,18.37,,,0.98,-0.0792,0.027999999999999997,38.2,26.2,30.17,32.55,47090.0,51420.0,24970000.0,22950000.0,0.0859,0.373,683750.0,15.31,0.0328,0.0274,656470.0,0.68,0.022400000000000003,0.62,0.0197,1.91,0.3015,2019-02-20 00:00:00,2019-02-07 00:00:00,0.666666666667,2017-04-24 00:00:00
GAIA,213010000.0,177010000.0,,-6.61,-0.4,5.34,2.31,4.44,-7.24,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.7092,-0.7757,-0.1975,-0.3265,39890000.0,2.41,0.514,24360000.0,-24450000.0,-28290000.0,-1.71,,30810000.0,1.72,,,2.78,5.14,-19410000.0,-26530000.0,0.9,-0.0545,0.027999999999999997,22.75,9.36,11.28,13.71,76190.0,57850.0,12500000.0,10680000.0,0.0404,0.9071,2240000.0,32.22,1.0263,0.125,2220000.0,,,,,,0.0,2010-12-30 00:00:00,2010-12-13 00:00:00,,
GAIN,386980000.0,569890000.0,3.82,14.74,6.58,6.56,0.94,9.66,,2018-03-31 00:00:00,2018-12-31 00:00:00,1.7129,0.3796,0.0233,0.2698,58980000.0,1.8,-0.075,58350000.0,,101030000.0,3.09,-0.038,2240000.0,0.07,183510000.0,44.61,0.46,12.53,86930000.0,23420000.0,0.67,0.1781,0.027999999999999997,12.26,8.7,10.81,10.74,157190.0,187020.0,32820000.0,,0.0229,0.1329,1120000.0,8.4,0.0349,0.0341,1100000.0,0.82,0.0689,0.8,0.0677,8.73,0.2601,2019-03-29 00:00:00,2019-03-19 00:00:00,,
GAINL,386350000.0,1020000000.0,8.27,,,6.55,2.04,17.36,,2018-03-31 00:00:00,2018-12-31 00:00:00,1.7129,0.3796,0.0233,0.2698,58980000.0,1.8,-0.075,58350000.0,,101030000.0,3.09,-0.038,2240000.0,0.07,183510000.0,44.61,0.46,12.53,86930000.0,23420000.0,0.77,?%,0.027999999999999997,27.0,23.25,25.05,25.09,7830.0,5900.0,32820000.0,,0.0,0.0187,,,,,,1.59,0.0626,0.8,0.0312,,,2019-03-29 00:00:00,2019-03-19 00:00:00,,
GAINM,387850000.0,1010000000.0,8.17,,,6.58,2.01,17.12,,2018-03-31 00:00:00,2018-12-31 00:00:00,1.7129,0.3796,0.0233,0.2698,58980000.0,1.8,-0.075,58350000.0,,101030000.0,3.09,-0.038,2240000.0,0.07,183510000.0,44.61,0.46,12.53,86930000.0,23420000.0,0.77,-0.0137,0.027999999999999997,28.09,24.36,25.14,25.21,6040.0,5980.0,32820000.0,,0.0,0.047,,,,,,1.56,0.0613,0.8,0.0317,,,2019-03-29 00:00:00,2019-03-19 00:00:00,,
GALT,268210000.0,209440000.0,,-8.41,,,,,-16.12,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.9212,-2.2735,,,,,-12990000.0,-14480000.0,-0.38,,10140000.0,0.25,,,6.4,0.0,-12080000.0,-7740000.0,4.49,0.2322,0.027999999999999997,9.49,3.1,4.62,4.88,254880.0,415230.0,44930000.0,35040000.0,0.1868,0.1409,3170000.0,12.63,0.0994,0.0705,4130000.0,,,,,,0.0,,,6.0,2012-03-23 00:00:00
GAM,833260000.0,1020000000.0,6.64,,,40.05,0.74,49.07,,2017-12-31 00:00:00,2018-09-30 00:00:00,6.5716,0.3369,0.0033,0.1041,20800000.0,0.81,-0.066,22360000.0,,125410000.0,4.9,0.63,,,5540000.0,0.42,0.41,43.86,,,1.19,-0.0487,0.027999999999999997,37.33,27.0,30.65,33.32,63700.0,28980.0,25610000.0,24250000.0,0.0753,0.2728,13840.0,0.23,0.0006,0.0005,25380.0,2.25,0.0705,3.59,0.1106,,0.0774,2018-12-28 00:00:00,2018-11-16 00:00:00,,
GARS,118610000.0,334140000.0,11.77,7.95,1.49,3.05,0.66,8.59,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.259,0.7167,0.0417,0.0546,38910000.0,2.42,0.046,36620000.0,,10080000.0,0.63,-0.6629999999999999,29370000.0,1.83,243460000.0,134.86,3.11,11.25,1740000.0,15190000.0,0.69,-0.0688,0.027999999999999997,8.95,6.03,7.22,7.75,40790.0,25530.0,16050000.0,,0.0145,0.3446,50960.0,1.82,0.0038,0.0032,23180.0,0.92,0.1227,1.12,0.1503,12.13,1.7778,2018-12-21 00:00:00,2018-12-06 00:00:00,,
GASS,137120000.0,522280000.0,,17.2,12.78,0.83,0.24,3.18,8.03,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0378,0.1476,0.0147,-0.0109,164230000.0,4.12,0.10800000000000001,72120000.0,65019999.99999999,-6210000.0,-0.16,,64790000.00000001,1.62,454730000.0,80.06,1.07,14.25,47610000.0,-60650000.0,1.66,-0.2105,0.027999999999999997,4.5,2.73,3.12,3.36,59410.0,44220.0,39860000.0,27010000.0,0.1628,0.5803,41410.0,0.76,0.0012,0.001,24900.0,,,,,,0.0,2009-03-09 00:00:00,2009-02-26 00:00:00,,
GATX,2970000000.0,7330000000.0,14.33,15.15,1.29,2.19,1.64,5.39,11.28,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1553,0.2296,0.026000000000000002,0.11800000000000001,1360000000.0,36.19,0.01,858600000.0,650230000.0,211300000.0,5.52,-0.856,100200000.0,2.7,4550000000.0,254.56,1.09,48.2,,,1.57,0.0858,0.027999999999999997,91.12,63.98,73.48,79.17,255640.0,214230.0,37600000.0,36620000.0,0.0175,1.0809,6180000.0,19.86,0.3729,0.16440000000000002,6170000.0,1.84,0.0241,1.76,0.0225,2.64,0.3188,2019-03-31 00:00:00,2019-03-01 00:00:00,0.5,1998-06-02 00:00:00
GBAB,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.09,0.0739,0.027999999999999997,22.96,19.91,22.31,21.47,60100.0,38680.0,,,0.0,0.2033,,,,,,1.51,0.067,,,,6.5598,2019-01-31 00:00:00,2018-09-13 00:00:00,,
GBCI,3800000000.0,4430000000.0,20.7,17.82,1.75,7.0,2.5,8.16,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.3354,0.4487,0.0167,0.134,542340000.0,6.49,0.248,542340000.0,,181880000.0,2.17,2.316,203790000.0,2.41,985080000.0,,,17.93,,,1.18,0.1076,0.027999999999999997,47.67,35.77,42.34,43.33,379570.0,287730.0,84520000.0,84060000.0,0.0042,0.8240999999999999,5400000.0,15.85,0.07339999999999999,0.0639,5660000.0,1.04,0.0244,1.01,0.023,2.45,0.4654,2019-01-17 00:00:00,2019-01-07 00:00:00,0.666666666667,2006-12-15 00:00:00
GBDC,1110000000.0,2080000000.0,13.9,14.11,1.41,7.14,1.15,13.4,,2018-09-30 00:00:00,2018-12-31 00:00:00,0.5099,0.7257,0.0372,0.0823,155130000.0,2.59,0.081,152170000.0,,79090000.0,1.32,-0.135,13000000.0,0.22,989710000.0,102.57,1.28,15.97,-113020000.0,83680000.0,0.71,0.0039,0.027999999999999997,19.89,16.21,17.86,18.3,278440.0,199500.0,60420000.0,,0.0117,0.414,1670000.0,6.0,0.0279,0.0276,1600000.0,1.28,0.0702,1.28,0.0702,7.16,0.9697,2019-03-28 00:00:00,2018-12-11 00:00:00,,
GBL,598500000.0,576330000.0,5.15,,,1.75,62.2,1.69,3.08,2018-12-31 00:00:00,2018-12-31 00:00:00,0.3432,0.547,0.8881,,341460000.0,11.88,-0.179,257690000.0,187350000.0,117200000.0,4.07,0.7290000000000001,41200000.0,1.44,24170000.0,251.49,0.75,0.34,,,1.58,-0.1887,0.027999999999999997,28.31,16.26,19.42,21.68,23700.0,29020.0,9530000.0,2960000.0,0.1402,0.6906,162520.0,6.78,0.0392,0.005600000000000001,189010.0,0.08,0.0039,0.08,0.0038,0.39,0.0197,2019-04-30 00:00:00,2019-04-15 00:00:00,0.538502961766,2015-12-01 00:00:00
GBLI,545160000.0,783980000.0,,19.17,2.55,1.07,0.78,1.54,29.38,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0125,0.0387,0.006,-0.0084,509950000.0,34.29,0.149,32350000.0,26690000.0,-6380000.0,-0.43,,41130000.0,2.89,282090000.0,40.16,0.83,49.38,33410000.0,-234200000.0,0.4,0.0138,0.027999999999999997,42.24,31.25,34.57,35.87,12790.0,22530.0,10090000.0,2030000.0,0.1409,0.8266,45880.0,3.82,0.0092,0.0032,63030.0,1.0,0.0268,0.75,0.0193,,,2019-03-29 00:00:00,2018-12-21 00:00:00,2.0,2010-07-06 00:00:00
GBLIL,445500000.0,,,,,,,,,,,,,,,,,,32350000.0,,,,,,,,,,,,,,,,25.43,25.37,,,,,,,,,,,,,,,,0.25,0.0099,,,2019-01-15 00:00:00,,,
GBLIZ,541960000.0,597660000.0,,,,1.06,0.51,1.17,22.4,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0125,0.0387,0.006,-0.0084,509950000.0,34.29,0.149,32350000.0,26690000.0,-6380000.0,-0.43,,41130000.0,2.89,282090000.0,40.16,0.83,49.38,33410000.0,-234200000.0,-0.0,-0.013,0.027999999999999997,26.0,22.2,24.97,25.18,5250.0,5020.0,14220000.0,2030000.0,,,,,,,,,,0.75,0.0299,,,2019-02-15 00:00:00,,,
GBNK,599120000.0,,11.98,,,,,,,,,,,,,,,,144860000.0,,,,,,,,,,,,,,,,35.2,18.78,20.75,27.46,154200.0,826700.0,,,,,,,,,,,,0.61,0.0289,,,2018-11-15 00:00:00,,,
GBR,9030000.0,3730000.0,,,,12.85,9.94,5.31,-8.95,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-0.8976,-0.0727,-1.7681,703000.0,0.32,-0.139,-236000.0,-417000.0,-3270000.0,-1.51,,272000.0,0.13,273000.0,72.22,0.83,0.18,-440000.0,-299120.0,2.88,0.1569,0.027999999999999997,12.75,1.23,1.76,2.07,117960.0,192230.0,5130000.0,860730.0,0.0281,0.051,223820.0,1.63,0.105,0.0436,208450.0,,,,,,0.0,,,0.5,2003-10-29 00:00:00
GBT,2810000000.0,2270000000.0,,-14.04,-0.42,,5.58,,-13.36,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.2715,-0.4552,,,,,-169510000.0,-166240000.0,-3.4,,383230000.0,7.34,,,14.56,9.06,-127160000.0,-71750000.0,1.43,-0.1906,0.027999999999999997,68.05,30.15,46.93,42.16,1090000.0,515770.0,55530000.0,44970000.0,0.6214,0.1354,7940000.0,11.67,0.1779,0.1521,8440000.0,,,,,,0.0,,,,
GBX,1420000000.0,1610000000.0,10.02,9.8,0.82,0.56,1.13,0.63,6.08,2018-08-31 00:00:00,2018-11-30 00:00:00,0.0559,0.0735,0.0478,0.1226,2560000000.0,80.94,0.08,409060000.0,265130000.0,143480000.0,4.39,-0.316,462800000.0,14.31,509950000.0,35.72,3.32,38.88,45880000.0,-152480000.0,1.66,-0.1811,0.027999999999999997,64.87,37.44,41.22,50.04,409600.0,276250.0,32350000.0,31840000.0,0.0172,1.0571,4880000.0,9.53,0.2171,0.1508,4990000.0,1.0,0.0238,0.98,0.0226,,0.2232,2019-02-20 00:00:00,2019-01-29 00:00:00,,
GCAP,320160000.0,-798480000.0,3.6,12.25,0.45,0.9,0.9,-2.24,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.257,0.1122,0.0182,0.0802,356870000.0,7.95,0.302,193690000.0,,24410000.0,2.01,,1250000000.0,28.22,136860000.0,38.04,1.41,8.06,4670000.0,,0.38,0.0405,0.027999999999999997,8.5,5.68,6.53,7.01,256180.0,303030.0,44280000.0,21600000.0,0.2632,0.6775,4160000.0,21.98,0.14859999999999998,0.094,3980000.0,0.24,0.0352,0.24,0.0333,2.92,0.4444,2018-12-18 00:00:00,2018-12-10 00:00:00,,
GCBC,259380000.0,303470000.0,15.94,,,5.84,2.49,6.83,,2018-06-30 00:00:00,2018-12-31 00:00:00,0.3659,0.4626,0.0144,0.1679,44440000.0,5.21,0.179,40870000.0,,16260000.000000002,1.91,0.259,34330000.0,4.02,70050000.0,,,12.19,20820000.0,,0.4,-0.0996,0.027999999999999997,38.0,28.85,31.1,32.41,2590.0,1580.0,8540000.0,3040000.0,0.616,0.0493,23330.0,9.94,0.0077,0.0027,31120.0,0.4,0.0126,0.4,0.013000000000000001,1.94,0.2079,2019-02-28 00:00:00,2019-02-14 00:00:00,0.5,2016-03-16 00:00:00
GCI,1200000000.0,1500000000.0,81.15,10.96,,0.4,1.05,0.5,4.99,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0052,0.062,0.0442,0.0157,3020000000.0,26.81,-0.044000000000000004,1190000000.0,301350000.0,15690000.0,0.13,-0.42100000000000004,108560000.0,0.96,338010000.0,29.6,1.02,10.1,213820000.0,230890000.0,1.81,0.1028,0.027999999999999997,11.99,8.37,10.75,10.14,1520000.0,953280.0,113110000.0,93670000.0,0.0836,1.1522,17580000.0,8.88,0.2276,0.15539999999999998,20180000.0,0.64,0.05690000000000001,0.64,0.0568,,4.9231,2018-12-24 00:00:00,2018-12-07 00:00:00,,
GCO,946620000.0,962070000.0,13.42,12.64,1.36,0.32,1.13,0.33,5.68,2018-02-03 00:00:00,2018-11-03 00:00:00,0.0231,0.0308,0.0387,0.086,2940000000.0,152.16,-0.005,1420000000.0,169540000.0,68630000.0,3.49,,53420000.0,2.65,81780000.0,9.72,2.27,41.52,235430000.0,96290000.0,0.75,0.2052,0.027999999999999997,51.85,36.6,46.54,44.77,351930.0,225030.0,20190000.0,19230000.0,0.0449,1.0666,2720000.0,7.06,0.16449999999999998,0.1347,2890000.0,,,,,,0.0,,1973-04-09 00:00:00,1.0,2006-03-15 00:00:00
GCP,1910000000.0,1950000000.0,,24.05,,1.68,4.13,1.72,13.12,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0819,0.0945,0.0445,-0.2012,1140000000.0,15.78,0.049,420000000.0,148800000.0,-104900000.0,-1.29,-0.961,301000000.0,4.17,357600000.0,76.95,2.31,6.41,-115900000.0,-106080000.0,0.91,-0.1948,0.027999999999999997,33.78,22.49,25.12,25.63,471690.0,387630.0,72170000.0,60920000.0,0.0062,0.8334999999999999,4050000.0,8.92,0.057,0.0562,5050000.0,,,,,,0.0,,,,
GCV,74030000.0,98330000.0,8.93,,,28.86,0.92,38.34,,2017-12-31 00:00:00,2018-06-30 00:00:00,3.7989,0.4524,0.0069,0.0946,2560000.0,0.18,-0.11900000000000001,2750000.0,,8300000.000000001,0.58,-0.348,2650.0,0.0,,,0.72,5.59,,,1.03,-0.0968,0.027999999999999997,6.95,3.99,4.88,5.28,68390.0,32220.0,14370000.0,,0.0163,0.3072,19900.0,0.35,0.0015,0.0011,389.0,0.48,0.0938,0.48,0.0936,,0.1395,2018-12-14 00:00:00,2018-12-06 00:00:00,,
GCVRZ,648490000.0,,0.13,,,,0.01,,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1207,0.0,0.037000000000000005,0.0754,,,0.038,24780000000.0,,,3.88,0.9690000000000001,,,,41.74,1.42,52.5,,,0.45,0.225,0.027999999999999997,0.6,0.2,0.47,0.5,79190.0,49050.0,1250000000.0,1110000000.0,,,,,,,,,,3.53,7.2041,,,,,,
GD,50280000000.0,61710000000.0,15.61,13.36,1.81,1.39,4.28,1.71,11.76,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0924,0.1239,0.0697,0.2899,36190000000.0,122.58,0.254,4500000000.0,5250000000.0,3360000000.0,11.18,0.429,963000000.0,3.35,12420000000.0,105.84,1.23,40.74,3130000000.0,1570000000.0,1.27,-0.2061,0.027999999999999997,230.0,143.87,167.89,181.47,1680000.0,1080000.0,288240000.0,277350000.0,0.0594,0.8811,3380000.0,2.24,0.0136,0.0117,4170000.0,3.72,0.0213,3.72,0.0213,1.82,0.3235,2019-02-08 00:00:00,2019-01-17 00:00:00,0.5,2006-03-27 00:00:00
GDDY,12560000000.0,13890000000.0,97.69,90.49,7.65,4.89,17.37,5.41,36.17,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0496,0.0582,0.0159,0.2282,2570000000.0,17.65,0.16699999999999998,1460000000.0,384200000.0,130700000.0,0.74,-0.41100000000000003,869900000.0,5.2,2580000000.0,353.08,0.71,4.17,535600000.0,398660000.0,0.42,0.3112,0.027999999999999997,84.97,54.8,66.43,71.03,1370000.0,1360000.0,167220000.0,166970000.0,0.0016,1.0668,5580000.0,4.89,,0.0351,6170000.0,,,,,,0.0,,,,
GDEN,521110000.0,1340000000.0,,24.04,7.4,0.63,1.41,1.62,9.23,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0109,0.0663,0.0376,-0.0308,828050000.0,30.73,0.9540000000000001,166070000.0,145630000.0,-9040000.0,-0.34,,132370000.0,4.73,969330000.0,271.19,2.5,12.79,63320000.0,58280000.0,1.98,-0.3534,0.027999999999999997,34.45,13.25,18.37,20.64,255910.0,132600.0,28900000.0,17290000.0,0.314,0.6198,2120000.0,9.9,0.1154,0.07339999999999999,2570000.0,,,,,,0.0,2016-07-14 00:00:00,2016-06-28 00:00:00,2.0,2014-09-10 00:00:00
GDI,5270000000.0,6690000000.0,17.89,14.28,0.78,1.99,3.26,2.53,11.69,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1206,0.1479,0.0539,0.22,2640000000.0,13.09,0.061,897900000.0,572300000.0,318500000.0,1.49,1.579,269000000.0,1.35,1770000000.0,109.0,2.4,8.16,414900000.0,327020000.0,,-0.1915,0.027999999999999997,35.28,18.7,23.5,25.3,1500000.0,1830000.0,198170000.0,126830000.0,0.0034,0.575,3890000.0,2.61,0.0518,0.0196,3300000.0,,,,,,0.0,,,,
GDL,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.16,-0.0198,0.027999999999999997,9.71,8.54,9.27,9.1,33120.0,29300.0,,,0.3425,0.0897,4390.0,0.15,0.0004,0.0003,8300.0,0.4,0.0426,,,,0.4167,2018-12-14 00:00:00,2018-12-06 00:00:00,,
GDO,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.39,-0.0225,0.027999999999999997,17.05,14.7,15.92,15.78,67900.0,66530.0,,,0.0,0.2871,,,,,,1.21,0.07339999999999999,,,,,2019-03-01 00:00:00,2018-02-15 00:00:00,,
GDOT,3940000000.0,2960000000.0,34.96,20.63,0.95,3.87,4.41,2.91,17.65,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1147,0.1164,0.0349,0.14300000000000002,1020000000.0,19.64,0.14400000000000002,729140000.0,167450000.0,116660000.0,2.14,-0.665,1050000000.0,19.97,66200000.0,7.42,1.03,16.93,269300000.0,364830000.0,0.81,0.1282,0.027999999999999997,93.0,59.81,76.95,80.35,642860.0,540680.0,52700000.0,48280000.0,0.08439999999999999,0.8965000000000001,1550000.0,1.71,0.0436,0.0294,1580000.0,,,,,,0.0,,,,
GDP,155360000.0,216020000.0,,7.96,-13.97,2.46,2.72,3.42,9.44,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.128,0.0428,0.0107,-0.142,63240000.0,5.59,0.8,26520000.0,22870000.0,-8100000.0,-0.72,1.314,1930000.0,0.16,61860000.0,109.36,0.28,4.81,38630000.0,-37500000.0,0.6,0.2699,0.027999999999999997,15.75,9.92,13.82,13.79,22550.0,11320.0,11900000.0,8220000.000000001,0.057999999999999996,0.0,126080.0,4.35,0.0269,0.0106,208430.0,,,,,,0.0,,,,
GDS,3690000000.0,3600000000.0,,-94.52,,,4.3,,,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.1718,0.0,0.0054,-0.1007,,,0.797,408470000.0,,,-0.54,,,,,219.86,1.41,6.82,,,3.2,0.0776,0.027999999999999997,46.18,18.59,27.05,28.58,711610.0,469600.0,125880000.0,51930000.0,0.7275,0.0,12530000.0,15.28,,0.1026,11260000.0,,,,,,0.0,,,,
GDV,1760000000.0,2270000000.0,10.58,,,32.62,0.89,42.03,,2017-12-31 00:00:00,2018-06-30 00:00:00,3.5311,0.5346,0.0072,0.0765,53950000.0,0.65,0.028999999999999998,53150000.0,,166330000.0,2.02,,115280.0,0.0,,,1.03,23.95,,,1.44,-0.0756,0.027999999999999997,24.3,16.92,20.02,21.49,265000.0,161470.0,82430000.0,,0.0002,0.1861,58600.0,0.24,0.0008,0.0007000000000000001,61880.0,1.32,0.0634,1.32,0.0624,,0.0,2019-03-22 00:00:00,2019-03-14 00:00:00,0.948766603416,2014-06-24 00:00:00
GE,87850000000.0,197680000000.0,,10.98,1.83,0.72,2.83,1.62,15.15,2018-12-31 00:00:00,2018-12-31 00:00:00,-0.1838,0.0377,0.0083,-0.3018,121610000000.0,13.99,0.003,21820000000.0,13050000000.0,-21080000000.0,-2.63,,21000000000.0,2.41,110000000000.0,211.95,54.62,3.56,,,0.98,-0.3071,0.027999999999999997,15.59,6.66,9.31,10.26,118600000.0,78670000.0,8700000000.0,8690000000.0,0.0015,0.5885,117190000.0,0.99,0.0136,0.013500000000000002,152100000.0,0.04,0.004,0.37,0.0365,3.71,,2019-01-25 00:00:00,2019-03-08 00:00:00,0.333333333333,2000-05-08 00:00:00
GEC,85820000.0,165080000.0,,3.09,0.15,3.63,1.5,6.98,-43.49,2018-06-30 00:00:00,2018-12-31 00:00:00,-0.5587,-0.3511,-0.0397,-0.1933,23660000.0,0.95,5.16,-2650000.0,-3800000.0,-12960000.0,-0.53,,30650000.0,1.21,102360000.0,157.72,2.22,2.27,-125000.0,-6070000.0,0.35,-0.1053,0.027999999999999997,4.05,2.88,3.3,3.31,17870.0,43030.0,25240000.0,17110000.0,0.0977,0.5194,37620.0,2.47,0.0017,0.0015,50950.0,,,,,,0.0,,2007-06-13 00:00:00,12.0,2016-01-06 00:00:00
GECC,90010000.0,160090000.0,10.55,8.05,,2.95,0.7,5.24,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.2793,0.7671,,,30550000.0,2.87,-0.044000000000000004,29730000.0,,8530000.0,0.8,,4060000.0,0.38,76060000.0,59.51,0.11,12.0,-603000.0,,2.97,-0.163,0.027999999999999997,10.07,7.47,8.04,8.71,41090.0,48880.0,10650000.0,,0.19699999999999998,0.3652,34580.0,0.83,0.0096,0.0032,28050.0,1.0,0.12,0.99,0.1186,12.59,1.3459,2019-04-15 00:00:00,2019-02-27 00:00:00,,
GEF,2100000000.0,2870000000.0,9.32,10.54,1.08,0.54,1.76,0.74,5.6,2018-10-31 00:00:00,2018-10-31 00:00:00,0.0541,0.0994,0.0749,0.2023,3870000000.0,80.83,0.02,788900000.0,512000000.0,209400000.0,4.36,0.204,94200000.0,1.97,962100000.0,80.87,1.46,23.1,253000000.0,148510000.0,1.68,-0.3127,0.027999999999999997,62.75,31.8,39.09,47.29,249040.0,205200.0,25940000.0,25350000.0,0.0301,0.9017,1470000.0,6.41,,0.0249,1070000.0,1.76,0.0447,1.72,0.043,3.78,0.4789,2019-01-01 00:00:00,2018-12-17 00:00:00,0.5,2007-04-12 00:00:00
GEL,2670000000.0,7150000000.0,,26.52,-2.2,0.91,1.48,2.43,13.15,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0116,0.0761,0.0199,0.0121,2940000000.0,24.01,0.5329999999999999,499140000.0,543540000.0,-34090000.0,-0.28,,11880000.0,0.1,3680000000.0,142.44,1.77,14.68,440030000.0,12840000.0,1.56,0.1421,0.027999999999999997,25.52,17.55,20.9,22.55,744180.0,665030.0,122540000.0,101160000.0,0.1235,0.7766,7250000.0,10.77,0.0775,0.0591,7230000.0,2.2,0.1049,2.1,0.0933,7.62,,2019-02-14 00:00:00,2019-01-30 00:00:00,1.1,2013-04-04 00:00:00
GEMP,16410000.0,2540000.0,,-0.35,,,1.51,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.6673,-2.5697,,,,,,-26730000.0,-2.07,,23810000.0,1.67,10080000.0,92.87,3.26,0.76,-24560000.0,-15430000.0,3.03,-0.8277,0.027999999999999997,11.43,0.57,1.02,1.45,107640.0,47270.0,14270000.0,9510000.0,0.2361,0.26030000000000003,518180.0,7.93,0.0439,0.0363,732740.0,,,,,,0.0,,,,
GEN,257070000.0,4360000000.0,,-1.77,-0.1,0.05,,0.87,11.43,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0509,0.0342,0.0231,,5020000000.0,50.46,-0.075,2240000000.0,381580000.0,-255560000.0,-2.57,,23170000.0,0.23,4890000000.0,,0.96,-12.5,67160000.0,61640000.0,1.29,0.246,0.027999999999999997,2.86,1.08,1.54,1.51,225930.0,160820.0,101240000.0,66080000.0,0.08410000000000001,0.0077,3170000.0,16.2,0.0577,0.0196,3690000.0,,,,,,0.0,,,1.1,2013-04-04 00:00:00
GENC,204450000.0,97480000.0,19.8,,,2.11,1.43,1.01,6.29,2018-09-30 00:00:00,2018-12-31 00:00:00,0.1088,0.1449,0.0586,0.0768,96820000.0,6.67,-0.078,,15490000.0,10530000.0,0.71,-0.867,108710000.0,7.48,,,15.83,9.8,-18700000.0,-7610000.0,0.91,-0.1305,0.027999999999999997,17.45,10.5,13.04,12.16,17270.0,12730.0,12250000.0,8990000.0,0.2661,0.5422,96530.0,6.5,0.0131,0.0066,79590.0,,,,,,0.0,,1998-12-29 00:00:00,0.666666666667,2016-08-02 00:00:00
GENE,15570000.0,14160000.0,,,,,5.8,,,2018-06-30 00:00:00,2018-06-30 00:00:00,0.0,0.0,-0.4468,-0.7147,,,-0.38799999999999996,-110830.0,,,-0.3,,,,,,4.13,0.15,,,4.52,-0.4551,0.027999999999999997,2.04,0.51,0.8,1.0,50920.0,20770.0,2540000000.0,13760000.0,0.0,0.0,234030.0,6.31,,0.0151,230750.0,,,,,,0.0,,,5.0,2015-01-20 00:00:00
GENY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
